Real Price Paid,Interest Rate,Interest Rate % Change 1Q,Interest Rate % Change 2Q,Interest Rate % Change 4Q,FTSE 100,FTSE 100 % Change 1Q,FTSE 100 % Change 2Q,FTSE 100 % Change 4Q,CVM SA GDP (m),CVM SA GDP % Change 1Q,CVM SA GDP % Change 2Q,CVM SA GDP % Change 4Q,Date of Transaction,Number of Bedrooms,Number of Bathrooms,Number of Reception Rooms,Floor Area,Property Type,New Build?,Estate Type,Latitude,Longitude,Distance to The Lake (Meters),Time to The Lake (Seconds),Distance to The Orchard (Meters),Time to The Orchard (Seconds),Distance to Clarence Park (Meters),Time to Clarence Park (Seconds),Distance to Oysterfields (Meters),Time to Oysterfields (Seconds),Distance to Victoria Playing Field (Meters),Time to Victoria Playing Field (Seconds),Distance to Highfield Park (Meters),Time to Highfield Park (Seconds),Distance to Birklands Park (Meters),Time to Birklands Park (Seconds),Distance to The Wick (Meters),Time to The Wick (Seconds),Distance to St Albans City (Meters),Time to St Albans City (Seconds),Distance to St Albans Abbey (Meters),Time to St Albans Abbey (Seconds),Stations Within 5 Minute Walk,Stations Within 10 Minute Walk,Stations Within 15 Minute Walk
234987,4.75,10.5,15.8,26.3,4301.5,-3.5406,-2.5689,1.4809,419128,0.16558188,0.52155905,1.88796740,38215.00,2,1,1,1012,2,FALSE,0,51.7496072,-0.3317176,2244,1681,1196,917,2106,1544,1893,1409,1580,1189,3034,2254,2624,1940,2532,1914,526,418,1667,1234,0,1,1
301567,4.75,10.5,15.8,26.3,4362.6,-2.5031,-3.5071,2.5627,419128,0.16558188,0.52155905,1.88796740,38219.00,2,1,2,654,2,FALSE,0,51.7525751,-0.3107402,3768,2854,2725,2106,2609,1934,3228,2470,2737,2115,1792,1343,2758,2067,1208,914,1416,1104,3041,2355,0,0,0
352480,4.75,10.5,15.8,26.3,4369.2,-1.3618,-3.3370,3.3347,419128,0.16558188,0.52155905,1.88796740,38222.00,3,1,1,,2,FALSE,0,51.7529697,-0.3114913,3740,2831,2698,2082,2712,2007,3200,2447,2710,2091,1895,1416,2861,2140,1123,849,1389,1080,3144,2428,0,0,0
417755,4.75,10.5,15.8,26.3,4411.6,-0.1451,-2.1738,4.2094,419128,0.16558188,0.52155905,1.88796740,38225.00,3,2,2,1125,1,FALSE,0,51.745442,-0.3078821,4121,3109,3079,2360,1782,1277,3693,2815,3202,2459,1048,766,1801,1316,2098,1593,1770,1358,3248,2453,0,0,0
326371,4.75,10.5,15.8,26.3,4411.6,-0.1451,-2.1738,4.2094,419128,0.16558188,0.52155905,1.88796740,38225.00,2,1,1,690,2,FALSE,0,51.7486681,-0.3376953,1588,1177,540,412,2040,1469,1634,1210,1322,989,3487,2584,2747,2012,3050,2320,1139,899,1054,809,0,0,2
485640,4.75,10.5,15.8,26.3,4453.9,0.3503,-1.3920,6.2080,419128,0.16558188,0.52155905,1.88796740,38226.00,3,3,2,,2,FALSE,0,51.7505295,-0.3215675,2978,2245,1936,1497,2485,1849,2438,1861,1948,1506,2274,1685,2665,1975,1997,1491,627,495,2390,1801,0,1,1
436767,4.75,10.5,15.8,26.3,4518.6,2.1201,-0.4758,6.9535,419128,0.16558188,0.52155905,1.88796740,38233.00,4,1,2,1041.9,1,FALSE,0,51.7495073,-0.3306045,2322,1738,1274,974,2027,1486,1971,1466,1659,1245,2956,2196,2546,1882,2454,1856,448,360,1704,1281,0,1,1
299870,4.75,10.5,15.8,26.3,4565.6,1.6208,0.4052,6.7549,419128,0.16558188,0.52155905,1.88796740,38238.00,2,2,1,,2,FALSE,0,51.7526424,-0.3105807,3774,2859,2732,2111,2616,1939,3234,2475,2744,2119,1799,1348,2765,2072,1201,909,1423,1108,3048,2360,0,0,0
286832,4.75,10.5,15.8,26.3,4565.6,1.6208,0.4052,6.7549,419128,0.16558188,0.52155905,1.88796740,38238.00,3,2,1,826.4,1,FALSE,0,51.7444718,-0.308508,4074,3067,3032,2318,1665,1194,3645,2773,3155,2417,1021,748,1685,1233,2214,1682,1722,1316,3201,2411,0,0,0
765971,4.75,5.3,15.8,26.3,4556.5,1.4353,2.8004,5.6513,419128,0.16558188,0.52155905,1.88796740,38247.00,4,1,-,,1,FALSE,0,51.7493567,-0.3302234,2334,1768,1286,1003,1996,1463,2002,1488,1690,1268,2925,2174,2515,1860,2423,1833,417,337,1673,1259,0,1,1
319426,4.75,5.3,15.8,26.3,4556.5,1.4353,2.8004,5.6513,419128,0.16558188,0.52155905,1.88796740,38247.00,2,1,1,,2,FALSE,0,51.7483393,-0.3351162,1880,1395,797,611,1912,1381,1788,1335,1475,1115,3341,2482,2619,1924,2854,2165,878,698,1193,888,0,0,2
325098,4.75,5.3,15.8,26.3,4707.1,6.4541,4.8098,9.2010,420507,0.32793747,0.49297634,1.38404355,38266.00,2,1,2,696.3,2,FALSE,0,51.7498873,-0.3310393,2226,1663,1178,899,2122,1552,1875,1391,1563,1171,2953,2189,2641,1948,2451,1849,445,353,1649,1217,0,1,1
344603,4.75,5.3,15.8,26.3,4647.9,6.1942,3.4037,7.2484,420507,0.32793747,0.49297634,1.38404355,38273.00,3,1,1,,2,FALSE,0,51.7478099,-0.3383129,1670,1257,622,493,2070,1508,1717,1290,1404,1069,3516,2623,2777,2051,3141,2390,1165,923,1062,830,0,0,1
455137,4.75,5.3,15.8,26.3,4647.9,6.1942,3.4037,7.2484,420507,0.32793747,0.49297634,1.38404355,38273.00,3,1,3,,1,FALSE,0,51.7452425,-0.3076272,4129,3105,3086,2356,1772,1269,3700,2811,3210,2455,1038,759,1791,1309,2108,1600,1777,1354,3255,2449,0,0,0
323797,4.75,5.3,15.8,26.3,4626.6,6.2119,1.9301,6.2011,420507,0.32793747,0.49297634,1.38404355,38279.00,3,1,2,,1,FALSE,0,51.740715,-0.3445376,1712,1265,1287,996,1872,1321,2546,1922,2234,1702,4264,3159,3229,2334,4144,3179,2409,1879,499,346,0,1,1
433030,4.75,5.3,15.8,26.3,4617.4,5.1999,1.6784,5.7413,420507,0.32793747,0.49297634,1.38404355,38282.00,3,1,3,1383,1,FALSE,0,51.7482832,-0.3348528,1883,1397,799,612,1914,1382,1786,1333,1473,1113,3343,2484,2621,1926,2852,2163,876,696,1196,890,0,0,2
630689,4.75,5.3,15.8,26.3,4615.4,6.6971,0.9447,8.1293,420507,0.32793747,0.49297634,1.38404355,38285.00,4,3,3,1678.2,1,FALSE,0,51.7586784,-0.3074035,4278,3198,3265,2451,3514,2600,3518,2631,3028,2276,2231,1670,3343,2502,545,403,2353,1734,3899,2971,0,0,0
208062,4.75,5.3,15.8,26.3,4630.1,6.5917,1.1749,8.1812,420507,0.32793747,0.49297634,1.38404355,38288.00,1,1,1,398,2,FALSE,0,51.7347754,-0.3411372,2620,1972,2196,1703,1818,1313,3455,2629,3142,2408,4210,3151,3175,2326,4824,3682,2858,2182,1408,1053,0,0,0
352406,4.75,5.3,15.8,26.3,4642.8,6.1730,2.5480,7.9672,420507,0.32793747,0.49297634,1.38404355,38289.00,3,1,2,952.86,2,FALSE,0,51.7502357,-0.3317181,2169,1622,1121,857,2180,1594,1818,1350,1505,1129,3010,2231,2698,1990,2509,1891,502,395,1592,1175,0,1,1
784416,4.75,5.3,15.8,26.3,4624.2,4.4440,2.2642,6.9915,420507,0.32793747,0.49297634,1.38404355,38292.00,4,3,2,1687,0,FALSE,0,51.760445,-0.3249171,3112,2283,2098,1535,3323,2406,2352,1716,1861,1360,3636,2644,3796,2743,1553,1124,1315,934,2732,2056,0,0,0
324675,4.75,5.3,15.8,26.3,4693.2,5.9128,3.7011,8.6423,420507,0.32793747,0.49297634,1.38404355,38294.00,2,1,2,670,2,FALSE,0,51.7486654,-0.3373226,1609,1194,561,430,2019,1455,1656,1227,1343,1007,3466,2570,2726,1998,3028,2306,1117,885,1075,826,0,0,2
210390,4.75,0.0,15.8,26.3,4728.3,6.7720,3.8301,8.4174,420507,0.32793747,0.49297634,1.38404355,38296.00,1,2,1,,2,FALSE,0,51.7477158,-0.3048597,4195,3165,3153,2417,2267,1648,3767,2871,3276,2516,947,705,2059,1537,1651,1262,1843,1415,3322,2509,0,0,0
435065,4.75,0.0,10.5,21.1,4734.5,8.1022,7.1665,8.2944,420507,0.32793747,0.49297634,1.38404355,38302.00,3,2,1,,1,FALSE,0,51.7456193,-0.3076512,4096,3091,3054,2343,1807,1295,3668,2797,3177,2441,986,746,1826,1334,2073,1575,1744,1341,3223,2435,0,0,0
294805,4.75,0.0,10.5,21.1,4776.9,9.7281,6.7450,9.0393,420507,0.32793747,0.49297634,1.38404355,38303.00,2,1,1,,2,FALSE,0,51.7498398,-0.3308288,2242,1675,1194,910,2107,1541,1891,1403,1578,1182,2937,2178,2625,1937,2436,1838,430,342,1665,1228,0,1,1
289610,4.75,0.0,10.5,21.1,4805.3,9.3667,8.1348,9.3771,420507,0.32793747,0.49297634,1.38404355,38310.00,2,1,2,,2,FALSE,0,51.7473491,-0.3323582,2055,1531,988,760,1775,1296,1960,1470,1647,1250,3098,2312,2374,1757,2709,2084,703,588,1368,1024,0,1,1
876623,4.75,0.0,10.5,21.1,4805.3,9.3667,8.1348,9.3771,420507,0.32793747,0.49297634,1.38404355,38311.00,4,3,3,1827,0,FALSE,0,51.7536105,-0.3071839,4070,3040,3028,2291,2962,2204,3530,2655,3040,2300,1679,1274,2791,2106,952,710,1718,1289,3394,2625,0,0,0
844156,4.75,0.0,10.5,21.1,4733.1,7.6884,6.4313,8.9814,420507,0.32793747,0.49297634,1.38404355,38314.00,6,3,4,,1,FALSE,0,51.7519459,-0.328121,2451,1814,1408,1065,2309,1683,1985,1499,1494,1143,2869,2113,2782,2021,2084,1556,440,333,1987,1454,0,1,1
337662,4.75,0.0,10.5,21.1,4749.8,6.2297,6.2361,8.1835,420507,0.32793747,0.49297634,1.38404355,38321.00,3,1,1,888.7,2,FALSE,0,51.7526641,-0.3108274,3778,2861,2735,2113,2619,1941,3238,2477,2747,2122,1802,1350,2768,2074,1197,906,1426,1111,3051,2362,0,0,0
394057,4.75,0.0,5.3,21.1,4694.0,3.1743,4.4291,7.7269,420507,0.32793747,0.49297634,1.38404355,38334.00,2,2,1,738.2,1,FALSE,0,51.7445878,-0.3412848,1338,1017,805,655,1891,1385,2064,1581,1751,1361,4139,3121,3148,2328,3662,2838,1785,1404,583,447,0,1,1
801948,4.75,0.0,5.3,21.1,4800.3,3.4477,9.2203,7.5037,424041,0.83340998,1.15861438,1.67413057,38366.00,5,5,3,,1,FALSE,0,51.7498726,-0.3295148,2340,1746,1298,998,2065,1508,1971,1461,1659,1241,2838,2103,2583,1905,2336,1762,330,266,1741,1304,1,1,1
282468,4.75,0.0,5.3,21.1,4853.4,4.6009,10.8893,8.3735,424041,0.83340998,1.15861438,1.67413057,38380.00,3,1,2,709,2,FALSE,0,51.7355835,-0.3423241,2374,1754,1949,1485,1792,1265,3208,2411,2896,2190,4184,3103,3148,2278,4776,3617,2811,2117,1161,835,0,0,1
518135,4.75,0.0,5.3,21.1,4852.3,4.7009,8.9360,9.0844,424041,0.83340998,1.15861438,1.67413057,38384.00,4,3,2,1684,1,FALSE,0,51.7564155,-0.3058901,4447,3374,3405,2626,3245,2411,3788,2832,3298,2476,1962,1481,3074,2313,814,604,2096,1623,3677,2832,0,0,0
673575,4.75,0.0,5.3,21.1,4908.3,3.8669,9.7508,10.5474,424041,0.83340998,1.15861438,1.67413057,38387.00,4,2,2,,1,TRUE,0,51.757649,-0.3300275,2524,1831,1510,1084,3174,2279,1763,1264,1273,908,3487,2517,3647,2616,1721,1242,1166,808,2144,1604,0,0,1
323834,4.75,0.0,0.0,15.8,4995.5,5.5830,13.1638,11.8667,424041,0.83340998,1.15861438,1.67413057,38392.00,2,1,1,1012,2,FALSE,0,51.7496072,-0.3317176,2244,1681,1196,917,2106,1544,1893,1409,1580,1189,3034,2254,2624,1940,2532,1914,526,418,1667,1234,0,1,1
291451,4.75,0.0,0.0,15.8,5041.8,4.9169,14.1557,13.1719,424041,0.83340998,1.15861438,1.67413057,38398.00,4,1,1,,2,FALSE,1,51.7403562,-0.3187679,3278,2439,2212,1669,996,707,3148,2354,2835,2133,1975,1459,1251,904,3241,2442,1690,1280,2383,1771,0,0,0
476036,4.75,0.0,0.0,15.8,5057.4,5.1706,13.8154,11.7827,424041,0.83340998,1.15861438,1.67413057,38401.00,4,3,2,1537,1,FALSE,0,51.7445878,-0.3412848,1338,1017,805,655,1891,1385,2064,1581,1751,1361,4139,3121,3148,2328,3662,2838,1785,1404,583,447,0,1,1
296710,4.75,0.0,0.0,15.8,4992.8,4.8390,9.4977,9.0671,424041,0.83340998,1.15861438,1.67413057,38414.00,3,2,2,,2,FALSE,0,51.749035,-0.3071576,4045,3022,3003,2273,2498,1807,3617,2728,3126,2372,1308,971,2420,1803,1623,1242,1695,1301,3174,2396,0,0,0
432258,4.75,0.0,0.0,15.8,5010.9,6.1266,9.0303,9.1221,424041,0.83340998,1.15861438,1.67413057,38420.00,3,2,2,,1,FALSE,0,51.7592041,-0.3070076,4224,3159,3211,2412,3569,2641,3464,2592,2974,2237,2285,1711,3397,2543,491,364,2299,1695,3845,2932,0,0,0
363871,4.75,0.0,0.0,15.8,4962.1,5.5158,8.5468,8.3997,424041,0.83340998,1.15861438,1.67413057,38422.00,3,1,1,,1,FALSE,0,51.7444261,-0.3285505,2483,1876,1523,1188,1455,1077,2459,1873,2146,1653,2843,2150,2147,1598,2939,2286,974,786,1361,1030,0,0,1
281290,4.75,0.0,0.0,15.8,5000.2,5.4398,9.0356,11.7455,424041,0.83340998,1.15861438,1.67413057,38427.00,3,1,1,,2,FALSE,0,51.7355835,-0.3423241,2374,1754,1949,1485,1792,1265,3208,2411,2896,2190,4184,3103,3148,2278,4776,3617,2811,2117,1161,835,0,0,1
322581,4.75,0.0,0.0,15.8,4937.3,3.2386,6.9876,12.2233,424041,0.83340998,1.15861438,1.67413057,38434.00,2,1,1,778,2,FALSE,0,51.7529514,-0.3106074,3809,2883,2767,2135,2650,1963,3269,2499,2779,2144,1833,1372,2799,2096,1166,884,1457,1133,3082,2384,0,0,0
295630,4.75,0.0,0.0,15.8,4827.1,0.0663,4.1536,6.0036,429313,1.22800847,2.05118410,2.53404859,38461.00,2,1,1,570,2,FALSE,0,51.7486323,-0.3376076,1595,1182,547,418,2033,1464,1642,1215,1329,995,3480,2580,2740,2008,3043,2315,1131,894,1061,815,0,0,2
467286,4.75,0.0,0.0,15.8,4861.2,-0.9689,2.9355,7.6421,429313,1.22800847,2.05118410,2.53404859,38476.00,3,-,-,,2,FALSE,0,51.7576762,-0.3313255,2434,1765,1420,1017,3264,2347,1674,1198,1184,842,3577,2585,3736,2684,1794,1298,1256,876,2055,1538,0,0,1
370038,4.75,0.0,0.0,10.5,4902.3,-0.1224,3.5494,6.7887,429313,1.22800847,2.05118410,2.53404859,38478.00,4,1,2,1722,1,FALSE,0,51.7416375,-0.3446054,1608,1198,1184,929,2024,1456,2443,1855,2130,1634,4343,3242,3352,2449,4041,3112,2306,1811,396,279,1,1,1
915493,4.75,0.0,0.0,10.5,4884.2,-3.4601,2.3300,9.0578,429313,1.22800847,2.05118410,2.53404859,38489.00,5,4,3,,0,FALSE,0,51.7563064,-0.3272999,2733,1991,1720,1244,2847,2060,2112,1539,1622,1184,3160,2298,3320,2397,1678,1222,839,589,2354,1764,0,1,1
256018,4.75,0.0,0.0,10.5,4962.7,-1.9082,3.1717,9.8918,429313,1.22800847,2.05118410,2.53404859,38492.00,3,1,2,,2,FALSE,0,51.7363738,-0.3120308,3968,2961,2903,2191,1255,904,3839,2876,3526,2656,1450,1100,548,381,3310,2554,2380,1802,3106,2281,0,0,0
444302,4.75,0.0,0.0,10.5,4999.4,-0.3080,5.0306,11.2814,429313,1.22800847,2.05118410,2.53404859,38509.00,4,2,2,,0,FALSE,0,51.7392443,-0.3150764,3601,2678,2536,1908,974,689,3472,2593,3159,2373,1522,1150,882,629,3112,2395,2013,1519,2707,2010,0,0,0
339309,4.75,0.0,0.0,5.3,5009.2,0.2615,6.4042,10.3749,429313,1.22800847,2.05118410,2.53404859,38513.00,2,1,2,935,2,FALSE,0,51.7500807,-0.3318674,2165,1619,1117,855,2183,1596,1815,1347,1502,1127,3014,2234,2702,1993,2512,1893,506,397,1588,1172,0,1,1
290653,4.75,0.0,0.0,5.3,5009.2,0.2615,6.4042,10.3749,429313,1.22800847,2.05118410,2.53404859,38513.00,2,1,1,585.8,2,FALSE,0,51.7510205,-0.3222356,2908,2190,1866,1442,2555,1895,2368,1806,1878,1451,2344,1732,2735,2022,1927,1436,557,440,2460,1848,0,1,1
224072,4.75,0.0,0.0,5.3,5046.8,1.4227,6.4199,12.1582,429313,1.22800847,2.05118410,2.53404859,38518.00,3,2,1,760.5,2,FALSE,0,51.7505676,-0.3056793,4147,3160,3105,2411,2550,1841,3748,2846,3257,2490,1268,936,2381,1768,1330,1022,1795,1409,3290,2514,0,0,0
909091,4.75,0.0,0.0,5.3,5045.0,2.1288,6.1407,10.9792,429313,1.22800847,2.05118410,2.53404859,38520.00,5,3,2,2433,1,FALSE,0,51.7577938,-0.3272893,2710,1975,1696,1228,3074,2213,1950,1408,1459,1052,3387,2451,3546,2550,1598,1151,1066,742,2331,1748,0,0,1
281690,4.75,0.0,0.0,5.3,5045.0,2.1288,6.1407,10.9792,429313,1.22800847,2.05118410,2.53404859,38520.00,2,1,1,609.2,2,FALSE,0,51.749,-0.3387288,1506,1112,458,348,2122,1524,1552,1145,1240,925,3569,2639,2829,2067,3080,2337,1168,916,972,744,0,0,1
320102,4.75,0.0,0.0,5.3,5077.6,3.0625,7.4996,11.5074,429313,1.22800847,2.05118410,2.53404859,38523.00,3,1,1,957,2,FALSE,0,51.7477349,-0.3381036,1687,1270,639,506,2053,1497,1733,1303,1421,1083,3500,2612,2760,2040,3102,2378,1149,912,1078,844,0,0,1
1230794,4.75,0.0,0.0,5.3,5043.5,2.6390,5.0719,10.8932,429313,1.22800847,2.05118410,2.53404859,38531.00,6,4,2,2907,0,FALSE,0,51.7576483,-0.3321036,2381,1726,1367,979,3262,2337,1621,1159,1130,804,3630,2624,3790,2723,1847,1337,1309,915,2001,1499,0,0,0
300512,4.75,0.0,0.0,5.3,5113.2,4.2791,5.7322,12.6946,434203,1.12620134,3.15428498,3.47187836,38534.00,2,1,1,,2,FALSE,0,51.7442271,-0.3297503,2563,1934,1588,1233,1536,1135,2524,1919,2211,1698,2914,2201,2212,1643,3010,2338,1045,837,1441,1087,0,0,1
118286,4.75,0.0,0.0,5.3,5113.2,4.2791,5.7322,12.6946,434203,1.12620134,3.15428498,3.47187836,38534.00,3,1,2,,2,FALSE,0,51.749867,-0.3309228,2235,1669,1187,905,2114,1546,1884,1397,1571,1177,2944,2183,2632,1942,2443,1843,437,347,1657,1223,0,1,1
1029412,4.75,0.0,0.0,5.3,5113.2,4.2791,5.7322,12.6946,434203,1.12620134,3.15428498,3.47187836,38534.00,5,3,3,2379,0,FALSE,0,51.7565249,-0.3080366,4345,3251,3331,2504,3270,2422,3585,2684,3094,2329,1986,1493,3099,2325,611,456,2059,1533,3702,2844,0,0,0
242967,4.75,0.0,0.0,5.3,5161.0,4.7859,6.7177,14.2666,434203,1.12620134,2.34037996,3.47187836,38537.00,3,1,2,,2,FALSE,0,51.7359412,-0.3107524,4037,3016,2972,2245,1225,889,3908,2931,3595,2710,1520,1154,373,260,3379,2608,2450,1856,3076,2265,0,0,0
396419,4.75,0.0,0.0,5.3,5221.6,7.6988,8.0588,16.1694,434203,1.12620134,2.34037996,3.47187836,38555.00,3,1,2,,1,FALSE,0,51.7503725,-0.3323765,2121,1587,1073,822,2227,1630,1770,1315,1458,1094,3058,2267,2746,2026,2556,1927,550,430,1544,1140,0,1,1
441176,4.75,0.0,0.0,5.3,5256.2,7.8136,7.7832,18.4392,434203,1.12620134,2.34037996,3.47187836,38560.00,3,1,2,,0,FALSE,0,51.7462108,-0.3290585,2302,1718,1237,948,1548,1116,2173,1633,1860,1413,2809,2085,2084,1530,2853,2180,847,684,1524,1120,0,0,1
465624,4.75,0.0,0.0,5.3,5256.2,7.8136,7.7832,18.4392,434203,1.12620134,2.34037996,3.47187836,38560.00,5,4,3,,1,FALSE,0,51.7567921,-0.3061002,4504,3366,3490,2619,3289,2442,3744,2799,3253,2443,2006,1512,3118,2344,770,571,2140,1655,3721,2863,0,0,0
255754,4.75,0.0,0.0,5.3,5270.3,9.1095,7.9104,17.3444,434203,1.12620134,2.34037996,3.47187836,38562.00,2,1,1,633,2,FALSE,0,51.7523127,-0.310577,3733,2829,2690,2081,2574,1909,3193,2445,2702,2089,1756,1318,2723,2042,1237,936,1380,1079,3005,2330,0,0,0
289541,4.5,-5.6,-5.6,-5.6,5315.5,8.1460,7.6606,17.0708,434203,1.12620134,2.34037996,3.47187836,38569.00,4,3,1,1132,2,FALSE,0,51.7478959,-0.3074958,4056,3059,3014,2311,2084,1500,3628,2765,3137,2410,1188,891,2104,1539,1859,1414,1704,1309,3183,2404,0,0,0
873724,4.5,-5.6,-5.6,-5.6,5314.7,7.7596,6.3014,16.9586,434203,1.12620134,2.34037996,3.47187836,38572.00,6,1,2,,1,FALSE,0,51.7520283,-0.3280754,2458,1819,1416,1071,2317,1689,1979,1494,1488,1139,2863,2108,2790,2026,2078,1551,448,339,1995,1459,0,1,1
286990,4.5,-5.6,-5.6,-5.6,5377.5,9.0209,7.0181,19.0907,434203,1.12620134,2.34037996,3.47187836,38575.00,2,1,2,609,2,FALSE,0,51.748707,-0.3373783,1604,1190,556,426,2024,1459,1651,1223,1338,1003,3471,2574,2731,2002,3034,2310,1122,888,1070,822,0,0,2
318878,4.5,-5.6,-5.6,-5.6,5345.8,8.4665,5.6867,19.0374,434203,1.12620134,2.34037996,3.47187836,38579.00,2,1,3,885,2,FALSE,0,51.7496195,-0.3309896,2293,1717,1245,952,2057,1507,1942,1445,1629,1224,2985,2217,2575,1903,2483,1877,477,381,1716,1270,0,1,1
237245,4.5,-5.6,-5.6,-5.6,5322.3,8.2314,5.0561,18.2647,434203,1.12620134,2.34037996,3.47187836,38581.00,1,1,1,487,2,FALSE,0,51.7473572,-0.3323117,2057,1532,992,762,1778,1297,1957,1468,1644,1247,3101,2313,2376,1758,2707,2082,701,586,1370,1025,0,1,1
315051,4.5,-5.6,-5.6,-5.6,5312.6,6.5862,4.7397,17.8820,434203,1.12620134,2.34037996,3.47187836,38586.00,4,2,2,,2,FALSE,0,51.7531154,-0.3116428,3758,2843,2715,2094,2728,2019,3218,2459,2727,2103,1911,1428,2877,2152,1106,837,1405,1092,3160,2440,0,0,0
264031,4.5,-5.6,-5.6,-5.6,5300.2,5.8564,5.8809,16.8843,434203,1.12620134,2.34037996,3.47187836,38588.00,2,1,1,540,2,FALSE,0,51.7481955,-0.3351522,1863,1383,779,599,1894,1369,1803,1348,1491,1128,3323,2470,2601,1912,2870,2178,894,711,1176,876,0,0,2
682398,4.5,-5.6,-5.6,-5.6,5300.2,5.8564,5.8809,16.8843,434203,1.12620134,2.34037996,3.47187836,38588.00,4,3,2,1687,1,FALSE,0,51.7573314,-0.3063304,4442,3320,3428,2573,3351,2485,3682,2753,3191,2397,2068,1555,3180,2387,708,525,2202,1698,3783,2906,0,0,0
841837,4.5,-5.6,-5.6,-5.6,5275.2,5.5486,5.7458,16.4487,434203,1.12620134,2.34037996,3.47187836,38589.00,4,3,2,1667,0,FALSE,0,51.755226,-0.3077201,4266,3178,3224,2430,3125,2317,3729,2790,3239,2435,1842,1387,2954,2219,756,562,1915,1428,3557,2738,0,0,0
315689,4.5,-5.6,-5.6,-5.6,5255.8,5.1277,5.0040,14.5687,434203,1.12620134,2.34037996,3.47187836,38595.00,3,1,-,,1,FALSE,0,51.7411229,-0.3115925,4009,2966,2943,2196,1381,977,3879,2881,3566,2660,1279,958,1240,880,2869,2203,1980,1514,3114,2298,0,0,0
293367,4.5,-5.6,-5.6,-5.6,5255.8,5.1277,5.0040,14.5687,434203,1.12620134,2.34037996,3.47187836,38595.00,2,1,2,673,2,FALSE,0,51.7497215,-0.331363,2266,1697,1218,933,2083,1526,1916,1425,1603,1205,3012,2236,2602,1922,2510,1896,504,400,1689,1251,0,1,1
344784,4.5,-5.6,-5.6,-5.6,5328.5,5.9585,6.1556,15.5109,434203,1.12620134,2.34037996,3.47187836,38597.00,3,2,1,,2,FALSE,0,51.7512285,-0.3379382,1623,1167,581,419,2564,1821,1313,924,1000,704,3420,2504,3102,2254,2815,2095,912,668,1195,898,0,0,2
414758,4.5,-5.6,-5.6,-5.6,5337.8,6.3397,6.0512,14.7439,434203,1.12620134,2.34037996,3.47187836,38601.00,3,1,2,,1,FALSE,0,51.7578152,-0.3065102,4384,3277,3371,2530,3409,2526,3624,2710,3134,2355,2125,1596,3237,2428,651,482,2259,1738,3840,2947,0,0,0
292557,4.5,-5.6,-5.6,-5.6,5359.2,7.0682,6.0252,14.8418,434203,1.12620134,2.34037996,3.47187836,38602.00,2,1,2,605,2,FALSE,0,51.7495977,-0.3314313,2257,1690,1209,926,2089,1531,1906,1418,1594,1197,3018,2241,2608,1927,2516,1901,510,404,1680,1243,0,1,1
272265,4.5,-5.6,-5.6,-5.6,5365.9,6.3494,6.3121,14.9146,434203,1.12620134,2.34037996,3.47187836,38603.00,3,2,2,,2,FALSE,1,51.7403414,-0.3203219,3271,2436,2206,1666,1035,737,3141,2351,2829,2131,2014,1489,1290,934,3234,2439,1683,1277,2376,1768,0,0,0
317430,4.5,-5.6,-5.6,-5.6,5359.3,6.5326,7.4114,15.3248,434203,1.12620134,2.34037996,3.47187836,38607.00,2,1,1,707,2,FALSE,0,51.7477243,-0.3380851,1688,1272,640,507,2051,1496,1735,1305,1422,1084,3498,2611,2758,2039,3100,2377,1147,911,1080,845,0,0,1
273537,4.5,-5.6,-5.6,-5.6,5383.5,6.7614,7.1199,15.5122,434203,1.12620134,2.34037996,3.47187836,38611.00,2,1,1,,2,FALSE,0,51.7479884,-0.3074718,4046,3052,3003,2304,2094,1508,3617,2758,3127,2402,1210,898,2114,1547,1849,1407,1694,1302,3172,2396,0,0,0
282443,4.5,-5.6,-5.6,-5.6,5413.6,5.5268,9.2951,15.6144,434203,1.12620134,2.34037996,3.47187836,38621.00,3,1,1,1125,1,FALSE,0,51.7355835,-0.3423241,2374,1754,1949,1485,1792,1265,3208,2411,2896,2190,4184,3103,3148,2278,4776,3617,2811,2117,1161,835,0,0,1
307888,4.5,-5.6,-5.6,-5.6,5478.2,6.7376,10.2077,16.2480,434203,1.12620134,2.34037996,3.47187836,38625.00,2,1,1,,2,FALSE,0,51.7442001,-0.3296947,2558,1930,1583,1230,1531,1131,2519,1915,2206,1695,2909,2197,2207,1639,3006,2334,1040,834,1437,1083,0,0,1
281170,4.5,-5.6,-5.6,-5.6,5478.2,6.7376,10.2077,16.2480,434203,1.12620134,2.34037996,3.47187836,38625.00,2,1,1,541,2,FALSE,0,51.7473078,-0.3324043,2049,1527,984,757,1770,1292,1965,1475,1652,1254,3093,2308,2368,1753,2715,2089,709,592,1362,1020,0,1,1
307497,4.5,-5.6,-5.6,-5.6,5477.7,6.6543,10.6486,16.5562,440716,1.47782245,2.58738054,4.58549270,38628.00,2,1,3,995,1,FALSE,0,51.7488401,-0.3343684,1908,1437,860,673,1987,1432,1713,1270,1400,1050,3312,2469,2589,1916,2780,2100,804,633,1268,939,0,0,1
279543,4.5,-5.6,-5.6,-5.6,5380.7,2.5703,7.5734,12.9203,440716,1.47782245,2.58738054,4.58549270,38637.00,3,2,2,,2,FALSE,0,51.7383807,-0.3342688,2314,1714,1788,1372,892,628,2948,2203,2635,1983,3284,2465,2249,1640,3949,3024,1984,1524,1040,754,0,0,1
